work_id,work_name,work_type,district,lat,lon,sanctioned_amount,expenditure,physical_progress_pct,financial_progress_pct,start_date,end_date,actual_end_date,num_payment_txns,max_single_txn_pct_of_sanctioned,vendor_id,is_fraud_label
WRK00284,Irrigation Canal at District_1 Sector 19,Irrigation Canal,District_1,21.166746913981918,79.24686884834598,419159.67,369434.47,91.6,86.3,2023-04-05,2024-03-08,,9,25.9,VEND_041,0
WRK00285,Road Construction at District_5 Sector 39,Road Construction,District_5,22.739059060261187,80.75263222088078,5268085.44,2919523.7,67.6,57.3,2023-01-03,2023-10-13,,14,22.4,VEND_005,0
WRK00286,Community Hall at District_12 Sector 11,Community Hall,District_12,20.938976471038572,78.91436453805183,2243786.83,877257.35,48.5,38.5,2023-05-25,2024-02-27,,2,21.9,VEND_033,0
WRK00287,Road Construction at District_7 Sector 10,Road Construction,District_7,20.012132213566193,78.02783083328387,3153423.87,2431097.62,72.4,77.7,2024-01-16,2024-12-22,,13,20.5,VEND_004,0
WRK00288,Road Construction at District_3 Sector 3,Road Construction,District_3,20.84375353224489,78.96328874625833,597662.2,485939.89,61.2,85.5,2023-12-17,2025-01-12,,9,22.6,VEND_020,0
WRK00289,School Building at District_11 Sector 7,School Building,District_11,20.94178074639431,78.89430418034735,869502.54,442672.41,46.8,50.2,2023-12-14,2024-11-12,,12,13.9,VEND_026,0
WRK00290,Road Construction at District_3 Sector 37,Road Construction,District_3,20.886826137491045,78.82715072896094,2165682.89,1733816.41,76.1,81.5,2023-03-24,2023-11-08,,14,23.4,VEND_034,0
WRK00291,Anganwadi Center at District_9 Sector 17,Anganwadi Center,District_9,20.254114551274988,78.24058055727008,9727684.96,7334143.52,65.8,72.0,2023-10-06,2024-03-31,,12,28.6,VEND_016,0
WRK00292,Water Supply at District_12 Sector 1,Water Supply,District_12,20.91900116495243,78.85064724227315,477187.12,330161.49,78.8,67.9,2023-02-20,2023-08-13,,9,12.8,VEND_029,0
WRK00293,School Building at District_11 Sector 23,School Building,District_11,20.828897411692992,78.85890823517963,12757710.97,9801748.39,86.2,75.8,2024-01-17,2024-07-25,,3,30.2,VEND_042,0
WRK00294,Drainage at District_7 Sector 33,Drainage,District_7,20.058174790715324,77.98468989605142,426314.4,315586.01,74.6,77.2,2023-06-11,2024-03-23,,10,14.5,VEND_038,0
WRK00295,Community Hall at District_1 Sector 15,Community Hall,District_1,21.23520740708199,79.1487410402778,488186.22,487550.7,89.2,100.0,2023-08-05,2024-05-13,,11,34.3,VEND_045,0
WRK00296,Water Supply at District_12 Sector 13,Water Supply,District_12,20.807793977441623,78.91275410219339,479793.49,300219.66,77.3,65.7,2024-04-16,2024-11-30,,5,35.1,VEND_005,0
WRK00297,Anganwadi Center at District_2 Sector 13,Anganwadi Center,District_2,21.77576346192255,79.82728968799249,4729736.0,2306636.99,42.0,50.9,2023-11-05,2024-07-02,,2,22.6,VEND_001,0
WRK00298,Water Supply at District_12 Sector 19,Water Supply,District_12,20.916847833803008,78.85780950107377,3058592.75,2606002.02,88.0,87.6,2023-10-30,2024-11-11,,7,29.7,VEND_017,0
WRK00299,Road Construction at District_9 Sector 15,Road Construction,District_9,20.267627028576026,78.38221508551167,531166.88,239388.08,43.2,45.8,2023-06-25,2024-03-15,,13,15.1,VEND_010,0
WRK00300,Road Construction at District_3 Sector 1,Road Construction,District_3,20.898053539975756,78.88434788570369,10948124.26,6151714.23,61.5,58.4,2024-02-02,2025-01-30,,12,8.7,VEND_020,0
WRK00301,Water Supply at District_3 Sector 5,Water Supply,District_3,20.861684232519213,78.88001399718551,11389714.01,9782775.54,91.1,85.2,2023-08-29,2024-01-20,,10,6.4,VEND_019,0
WRK00302,School Building at District_9 Sector 29,School Building,District_9,20.248574787952936,78.28914281934618,1020520.94,574954.62,53.3,58.3,2023-03-09,2023-06-07,,13,19.4,VEND_026,0
WRK00303,Road Construction at District_8 Sector 38,Road Construction,District_8,20.627512687151686,78.70308995763658,943371.95,724902.43,75.3,79.2,2024-04-22,2024-09-01,,13,9.9,VEND_033,0
WRK00304,Anganwadi Center at District_12 Sector 29,Anganwadi Center,District_12,20.932380698860978,78.89129127188895,11493167.84,6759562.58,61.8,56.4,2023-03-11,2023-08-22,,14,27.7,VEND_007,0
WRK00305,Community Hall at District_1 Sector 35,Community Hall,District_1,21.208275773100837,79.23894148585606,2654279.81,1618811.65,66.3,60.9,2024-02-22,2024-10-23,,13,20.2,VEND_030,0
WRK00306,Road Construction at District_9 Sector 3,Road Construction,District_9,20.28012583325353,78.30281028265445,2067977.47,646620.37,43.4,30.4,2023-09-13,2024-05-06,,5,27.6,VEND_051,0
WRK00307,Drainage at District_4 Sector 29,Drainage,District_4,22.02658681200656,80.08838163803115,438547.72,215679.1,46.7,47.2,2023-07-21,2024-02-05,,37,45.65957502334418,VEND_034,1
WRK00308,Irrigation Canal at District_3 Sector 2,Irrigation Canal,District_3,20.764809115996332,78.86892690162112,482196.4,215669.48,63.9,45.8,2023-10-08,2024-05-22,,6,10.7,VEND_003,0
WRK00309,School Building at District_11 Sector 2,School Building,District_11,20.901500326926545,78.88584183355567,589136.74,133085.58,34.3,22.5,2023-12-06,2024-05-25,,6,19.9,VEND_003,0
WRK00310,Anganwadi Center at District_2 Sector 12,Anganwadi Center,District_2,21.786038954039416,79.75174936376102,405110.75,364518.05,100.0,94.6,2024-03-27,2024-07-19,2024-08-31,7,19.8,VEND_006,0
WRK00311,Road Construction at District_10 Sector 22,Road Construction,District_10,22.67445827204735,80.64631487936411,6416909.91,3098563.88,44.1,48.7,2024-02-12,2024-09-25,,6,17.4,VEND_048,0
WRK00312,Water Supply at District_10 Sector 30,Water Supply,District_10,22.719949095035116,80.74124689448071,10210742.79,2573024.99,34.7,24.7,2023-06-20,2024-04-23,,4,16.3,VEND_019,0
WRK00313,Drainage at District_9 Sector 16,Drainage,District_9,20.2979828806733,78.19024081267389,1105012.25,555351.84,57.8,49.0,2023-07-04,2023-11-11,,6,29.4,VEND_054,0
WRK00314,Anganwadi Center at District_5 Sector 24,Anganwadi Center,District_5,22.70039970147744,80.69423325025964,2897719.74,2950276.47,100.0,100.0,2023-01-15,2023-10-07,2023-10-24,27,58.277556499091006,VEND_042,1
WRK00315,Anganwadi Center at District_2 Sector 33,Anganwadi Center,District_2,21.870173519238374,79.78295517102775,11047146.84,5842166.8,52.0,52.8,2024-01-13,2024-12-31,,4,39.3,VEND_007,0
WRK00316,Water Supply at District_8 Sector 1,Water Supply,District_8,20.603198885568442,78.58132785168252,4383820.74,3348562.14,84.6,80.3,2023-02-24,2023-09-19,,12,5.0,VEND_010,0
WRK00317,Community Hall at District_8 Sector 6,Community Hall,District_8,20.636061268639992,78.67308995837736,4386111.61,3034893.75,60.4,66.6,2023-10-24,2024-04-02,,5,5.9,VEND_020,0
WRK00318,Water Supply at District_8 Sector 2,Water Supply,District_8,20.62457262949698,78.70319472678283,612991.26,438306.02,83.7,71.4,2023-02-27,2023-10-17,,13,31.0,VEND_048,0
WRK00319,Water Supply at District_12 Sector 31,Water Supply,District_12,20.930537107789807,78.79312497019598,2888836.69,1879974.59,55.0,62.1,2023-09-15,2024-06-18,,8,33.1,VEND_051,0
WRK00320,Water Supply at District_1 Sector 17,Water Supply,District_1,21.236645427871878,79.21327643245583,435112.54,187727.67,45.9,43.6,2024-01-16,2024-06-26,,5,34.4,VEND_016,0
WRK00321,Community Hall at District_9 Sector 30,Community Hall,District_9,20.353965782821607,78.28842766011556,5004246.94,3375160.32,77.7,68.2,2024-02-01,2024-10-30,,11,36.5,VEND_046,0
WRK00322,School Building at District_5 Sector 11,School Building,District_5,22.727293941886956,80.64816885504177,843400.22,749084.9,86.5,89.4,2024-02-07,2024-07-27,,2,24.5,VEND_008,0
WRK00323,Irrigation Canal at District_1 Sector 21,Irrigation Canal,District_1,21.232840926336007,79.16363161296705,4357991.84,2617381.49,46.6,59.1,2023-01-03,2023-06-18,,5,6.8,VEND_037,0
WRK00324,Anganwadi Center at District_1 Sector 6,Anganwadi Center,District_1,21.278059326658823,79.19066209325979,2199673.08,984729.64,38.3,45.8,2023-07-02,2024-06-16,,6,28.6,VEND_050,0
WRK00325,Community Hall at District_5 Sector 19,Community Hall,District_5,22.71760014769688,80.69229833417121,1121364.87,1132450.5,97.1,100.0,2023-12-03,2024-04-15,,4,25.7,VEND_035,0
WRK00326,Road Construction at District_4 Sector 27,Road Construction,District_4,22.15169047206995,80.01479501871762,1067189.22,803871.29,73.2,77.8,2024-02-07,2024-11-23,,5,27.2,VEND_045,0
WRK00327,School Building at District_4 Sector 20,School Building,District_4,22.091506275821015,80.16906395077794,2371661.91,1900430.35,74.8,81.6,2024-03-05,2025-03-22,,4,27.8,VEND_010,0
WRK00328,Water Supply at District_11 Sector 14,Water Supply,District_11,20.897749567982775,78.8695816252048,1254172.84,814288.25,76.2,65.5,2023-04-17,2023-12-10,,13,40.5,VEND_008,0
WRK00329,Water Supply at District_12 Sector 12,Water Supply,District_12,20.915450117804284,79.00161685123553,9481273.68,4997405.03,54.1,53.7,2023-11-02,2024-02-11,,6,38.0,VEND_017,0
WRK00330,Road Construction at District_11 Sector 14,Road Construction,District_11,21.024636943331924,78.87862227593352,10435227.47,10907198.1,84.4,100.0,2023-08-01,2023-11-27,,4,34.6,VEND_023,0
WRK00331,Road Construction at District_9 Sector 17,Road Construction,District_9,20.217611142944776,78.37340409113327,5879876.27,2523259.54,49.7,45.1,2023-09-29,2024-10-30,,7,5.0,VEND_034,0
WRK00332,Community Hall at District_12 Sector 23,Community Hall,District_12,20.864932792511805,78.91741015079725,5675232.94,3245579.01,47.3,55.7,2023-06-15,2024-05-22,,7,40.2,VEND_045,0
WRK00333,Drainage at District_11 Sector 29,Drainage,District_11,20.961347043821796,78.9315400082073,3168354.03,2003273.78,62.5,61.1,2024-02-05,2024-11-03,,8,17.4,VEND_049,0
WRK00334,Drainage at District_10 Sector 29,Drainage,District_10,22.63269693360775,80.62220802941675,2946149.37,1416487.31,59.5,47.7,2023-12-21,2024-09-04,,14,16.1,VEND_058,0
WRK00335,School Building at District_3 Sector 8,School Building,District_3,20.97147659872842,78.91283472495216,4527984.3,3043842.94,72.0,70.1,2023-08-09,2024-03-29,,4,10.9,VEND_015,0
WRK00336,Anganwadi Center at District_11 Sector 12,Anganwadi Center,District_11,20.920122037667173,78.87852636770528,10557655.68,5860117.12,65.2,56.4,2023-02-12,2024-01-02,,7,21.4,VEND_017,0
WRK00337,Anganwadi Center at District_1 Sector 9,Anganwadi Center,District_1,21.228358535350985,79.10337054895297,2110487.79,1515569.79,77.2,71.7,2023-06-13,2023-12-17,,5,13.7,VEND_040,0
WRK00338,Community Hall at District_4 Sector 30,Community Hall,District_4,22.07758551131779,80.04749139401596,3022269.91,2656730.629953438,20.850230186335246,87.90514113788856,2023-12-07,2024-07-29,2024-09-10,12,5.0,VEND_039,1
WRK00339,Water Supply at District_2 Sector 28,Water Supply,District_2,21.760512195993762,79.7650373950918,10624055.94,4191820.19,40.5,40.1,2023-12-11,2024-12-22,,10,12.2,VEND_041,0
WRK00340,Road Construction at District_4 Sector 1,Road Construction,District_4,22.09107140160531,80.12984729486544,563272.52,439060.08,74.4,79.8,2023-09-30,2024-07-17,,3,12.2,VEND_005,0
WRK00341,Irrigation Canal at District_4 Sector 6,Irrigation Canal,District_4,22.122247103127233,80.12276492192082,566524.89,492845.96,78.9,86.4,2024-01-30,2024-11-10,,12,33.9,VEND_014,0
WRK00342,Community Hall at District_1 Sector 22,Community Hall,District_1,21.214104394541742,79.21235033537421,2349782.4,2308446.33,100.0,97.0,2023-03-14,2024-01-10,2023-12-29,8,15.1,VEND_043,0
WRK00343,Irrigation Canal at District_5 Sector 12,Irrigation Canal,District_5,22.67629597633168,80.62062535881344,11121811.23,10763370.73,100.0,97.1,2024-04-12,2025-01-17,2025-02-04,5,12.7,VEND_043,0
WRK00344,Anganwadi Center at District_9 Sector 28,Anganwadi Center,District_9,20.268409215545862,78.2911021222127,570639.95,312238.07,55.1,53.5,2024-03-07,2024-12-21,,10,5.0,VEND_005,0
WRK00345,Irrigation Canal at District_4 Sector 28,Irrigation Canal,District_4,22.11515241414664,80.12951602864932,2488700.77,2153206.09,83.5,87.1,2023-08-10,2024-05-13,,10,15.6,VEND_001,0
WRK00346,Drainage at District_6 Sector 19,Drainage,District_6,20.027304461541572,78.05452359955693,637313.2,474881.46,74.2,73.6,2023-10-05,2024-04-12,,10,5.0,VEND_050,0
WRK00347,Bridge at District_3 Sector 19,Bridge,District_3,20.991243950890354,78.8392171815764,503077.68,479307.32,100.0,96.1,2023-04-14,2023-07-13,2023-07-21,11,16.3,VEND_043,0
WRK00348,Water Supply at District_11 Sector 33,Water Supply,District_11,20.891438362795384,78.81702015808368,632232.5,333258.31,58.6,52.6,2024-02-29,2024-10-06,,5,23.0,VEND_055,0
WRK00349,Irrigation Canal at District_12 Sector 4,Irrigation Canal,District_12,20.858411941286857,78.90795481210945,8961570.2,4915758.88,58.9,54.7,2023-03-08,2023-10-17,,3,31.5,VEND_048,0
WRK00350,Anganwadi Center at District_6 Sector 36,Anganwadi Center,District_6,20.00916711069992,78.07801754649373,518632.52,315478.19,63.7,62.0,2023-09-13,2024-08-20,,13,17.4,VEND_033,0
WRK00351,Community Hall at District_5 Sector 4,Community Hall,District_5,22.71176448545849,80.643738824481,9730004.34,5952479.48,49.5,61.0,2024-03-09,2024-05-08,,13,25.8,VEND_009,1
WRK00352,Anganwadi Center at District_2 Sector 32,Anganwadi Center,District_2,21.791520681375136,79.73086309148506,818012.45,1218671.486456238,66.7,100.0,2023-09-13,2024-06-16,,8,47.4,VEND_006,0
WRK00353,Road Construction at District_5 Sector 5,Road Construction,District_5,22.729555325721527,80.66289932875551,888907.23,169369.02,27.6,18.4,2023-11-01,2024-04-05,,13,15.9,VEND_026,0
WRK00354,Anganwadi Center at District_5 Sector 21,Anganwadi Center,District_5,22.735705687427664,80.64081204514699,548335.03,470250.6,73.3,86.7,2023-02-04,2023-07-06,,14,25.6,VEND_008,0
WRK00355,Community Hall at District_2 Sector 39,Community Hall,District_2,21.77549308258803,79.73940451400094,1048983.78,494484.78,42.5,45.1,2023-02-15,2023-12-07,,4,23.0,VEND_031,0
WRK00356,Bridge at District_9 Sector 9,Bridge,District_9,20.316185944778955,78.3617891446497,8696986.92,4723232.7,56.7,54.6,2023-01-28,2023-11-27,,8,7.8,VEND_014,0
WRK00357,School Building at District_1 Sector 1,School Building,District_1,21.147182676824826,79.23137469483359,647610.54,340247.87,52.3,54.8,2023-08-22,2024-04-13,,14,26.6,VEND_015,0
WRK00358,Road Construction at District_3 Sector 23,Road Construction,District_3,20.81908863652408,79.02231589294553,4450884.3,1989498.53,35.1,45.9,2023-06-19,2024-04-04,,11,15.2,VEND_011,0
WRK00359,Water Supply at District_1 Sector 26,Water Supply,District_1,21.187794564073894,79.18418172884193,931893.02,646563.68,71.5,68.9,2023-11-03,2024-12-05,,4,26.7,VEND_015,0
WRK00360,Water Supply at District_10 Sector 28,Water Supply,District_10,22.73950377747361,80.62891189654765,8966926.8,7767236.58,80.1,82.9,2023-04-21,2023-11-25,,6,24.0,VEND_040,0
WRK00361,Water Supply at District_8 Sector 2,Water Supply,District_8,20.623486366986754,78.60340504817188,560093.75,468596.26933440525,18.83842951204835,83.66389900519427,2023-06-27,2023-11-29,,9,19.5,VEND_049,1
WRK00362,Water Supply at District_11 Sector 8,Water Supply,District_11,20.897227331259604,78.89799525439479,5201399.73,3032109.02,56.8,57.1,2024-04-07,2024-12-15,,5,12.4,VEND_040,0
WRK00363,Irrigation Canal at District_3 Sector 30,Irrigation Canal,District_3,20.858556241859986,78.96547628182573,946518.84,532774.76,60.2,53.8,2024-02-29,2024-09-02,,14,9.6,VEND_010,0
WRK00364,Irrigation Canal at District_6 Sector 39,Irrigation Canal,District_6,19.921814744072844,78.01097013348769,5738037.06,4275062.15,70.9,73.4,2023-05-21,2024-04-28,,13,27.4,VEND_011,0
WRK00365,Road Construction at District_2 Sector 19,Road Construction,District_2,21.787218014747612,79.78212349457228,2195301.55,1033888.69,42.5,46.0,2023-10-14,2024-10-26,,7,10.9,VEND_032,0
WRK00366,Anganwadi Center at District_11 Sector 8,Anganwadi Center,District_11,20.88475389145304,78.86548352104111,444533.54,236348.47,60.1,54.9,2023-02-06,2023-10-01,,3,22.5,VEND_020,0
WRK00367,Irrigation Canal at District_3 Sector 38,Irrigation Canal,District_3,21.01194158332072,78.97148937262352,2368800.18,1419276.31,48.2,57.6,2024-03-28,2024-12-25,,10,22.6,VEND_043,0
WRK00368,Community Hall at District_1 Sector 14,Community Hall,District_1,21.208547767609375,79.19434798145643,1213870.33,790463.6,65.1,66.7,2023-06-10,2024-06-10,,12,6.4,VEND_052,0
WRK00369,School Building at District_12 Sector 22,School Building,District_12,20.85176307784943,78.86780879930139,3108798.78,1146833.04,40.5,36.8,2024-02-04,2024-09-06,,7,25.9,VEND_048,0
WRK00370,Anganwadi Center at District_7 Sector 7,Anganwadi Center,District_7,20.109942392674117,77.99912010353722,527581.48,337246.19,62.0,61.7,2023-08-02,2023-12-14,,8,10.4,VEND_047,1
WRK00371,Water Supply at District_8 Sector 39,Water Supply,District_8,20.571690536257,78.59114932069618,518604.01,758986.7423118748,73.0,100.0,2023-07-11,2024-02-18,,5,23.8,VEND_015,1
WRK00372,Irrigation Canal at District_6 Sector 25,Irrigation Canal,District_6,20.04329085015899,78.03567302312223,4015811.62,3159710.23,86.3,81.1,2023-10-18,2024-05-22,,33,56.82109391382159,VEND_017,1
WRK00373,Drainage at District_7 Sector 12,Drainage,District_7,19.996261871829336,77.99530006128856,404851.54,309710.5,61.8,73.1,2023-05-05,2024-06-04,,7,11.8,VEND_059,0
WRK00374,School Building at District_4 Sector 14,School Building,District_4,22.0802178222937,80.07450114118328,1292926.6,819011.58,57.6,65.8,2023-11-02,2024-11-15,,10,11.8,VEND_029,0
WRK00375,Anganwadi Center at District_6 Sector 36,Anganwadi Center,District_6,20.03773218085863,78.11382693447716,8348055.01,6319708.949408877,7.470125146785507,75.70277078719054,2023-03-08,2024-03-25,,8,28.2,VEND_017,0
WRK00376,Irrigation Canal at District_12 Sector 36,Irrigation Canal,District_12,20.92824703267734,78.90854691855642,4255905.63,2632960.3,80.5,61.2,2023-03-29,2024-01-24,,4,34.7,VEND_045,0
WRK00377,Bridge at District_3 Sector 4,Bridge,District_3,20.927925759080377,78.86786082151797,5748177.02,5517107.36,87.5,95.3,2023-04-12,2023-09-23,,6,12.7,VEND_041,0
WRK00378,Road Construction at District_5 Sector 35,Road Construction,District_5,22.65000076095948,80.7178356319518,2017618.31,1197157.72,58.9,57.2,2023-04-01,2024-02-16,,6,30.2,VEND_011,0
WRK00379,Irrigation Canal at District_12 Sector 25,Irrigation Canal,District_12,20.896434196643703,78.84736084684442,5830796.06,2723731.43,44.8,47.3,2023-01-17,2023-08-18,,12,54.5,VEND_039,0
WRK00380,Drainage at District_8 Sector 11,Drainage,District_8,20.671001395889355,78.50794819163535,2897507.32,763207.75,30.3,27.2,2023-09-12,2024-04-19,,5,23.8,VEND_021,0
WRK00381,Bridge at District_4 Sector 29,Bridge,District_4,22.07201498644251,80.11805989420269,417662.68,113314.13,38.4,27.7,2024-02-28,2025-02-13,,2,6.5,VEND_053,0
WRK00382,School Building at District_6 Sector 5,School Building,District_6,19.943120300231865,77.94878688328205,5057290.36,4126914.86,77.1,77.7,2023-09-13,2024-05-14,,12,11.2,VEND_048,0
WRK00383,Drainage at District_9 Sector 31,Drainage,District_9,20.274456145583542,78.32049677924903,3070920.86,2715496.93,89.1,89.7,2023-07-22,2024-07-23,,5,43.6,VEND_008,0
WRK00384,Anganwadi Center at District_1 Sector 21,Anganwadi Center,District_1,21.219976237802257,79.18162022669199,12971393.37,10687299.47,81.4,86.0,2023-04-19,2024-04-22,,9,32.8,VEND_048,1
WRK00385,Water Supply at District_5 Sector 8,Water Supply,District_5,22.61803050472677,80.59795705746762,11440308.67,10454612.45,75.8,92.8,2023-09-24,2024-09-02,,8,17.4,VEND_008,0
WRK00386,Irrigation Canal at District_5 Sector 32,Irrigation Canal,District_5,22.756106400991744,80.68282321405871,530088.8,329250.57,62.3,61.4,2023-11-10,2024-11-06,,12,32.1,VEND_047,0
WRK00387,Drainage at District_1 Sector 15,Drainage,District_1,21.180677711888677,79.28114867243147,11092701.18,5785525.06,51.2,54.6,2023-10-03,2024-07-29,,2,39.5,VEND_050,0
WRK00388,Anganwadi Center at District_3 Sector 23,Anganwadi Center,District_3,20.958123150234098,78.93523239161104,1037028.11,776643.87,77.0,78.6,2023-02-03,2023-05-12,,12,19.2,VEND_048,0
WRK00389,Bridge at District_11 Sector 28,Bridge,District_11,20.857573751232366,78.84757041775863,1183016.7,839807.43,69.3,73.3,2024-04-19,2024-12-05,,13,34.7,VEND_039,0
WRK00390,Road Construction at District_8 Sector 35,Road Construction,District_8,20.624119311866625,78.50817448988124,9569433.28,9555722.54,87.4,99.4,2024-04-21,2025-02-21,,8,22.9,VEND_058,0
WRK00391,Community Hall at District_12 Sector 37,Community Hall,District_12,20.854940054597026,78.94338877602631,4366557.86,3546272.74,71.9,81.1,2023-10-22,2024-08-28,,7,7.3,VEND_035,0
WRK00392,Bridge at District_3 Sector 20,Bridge,District_3,20.992205820669714,78.91968624996572,4065523.39,2017528.16,57.4,49.8,2024-03-24,2025-04-15,,8,5.0,VEND_055,0
WRK00393,School Building at District_7 Sector 24,School Building,District_7,19.97948296342742,78.08461575780589,450254.04,309599.64,73.3,69.7,2023-10-18,2024-02-22,,11,11.3,VEND_011,0
WRK00394,Drainage at District_6 Sector 19,Drainage,District_6,20.02255436418519,77.98692893964134,5866502.41,3843840.38,56.1,64.9,2024-02-04,2024-10-08,,2,14.1,VEND_023,0
WRK00395,Anganwadi Center at District_5 Sector 27,Anganwadi Center,District_5,22.71298056739516,80.80458345446978,5856223.23,3683113.89,65.8,66.1,2023-01-27,2023-07-06,,3,19.7,VEND_031,0
WRK00396,School Building at District_4 Sector 38,School Building,District_4,22.072895960140276,80.05261568321804,1096103.57,384411.77,35.1,36.0,2023-04-25,2023-10-10,,6,15.6,VEND_019,0
WRK00397,Anganwadi Center at District_10 Sector 11,Anganwadi Center,District_10,22.72842047622874,80.61143975808041,5418401.4,4782531.74,85.4,90.0,2023-10-15,2024-09-18,,12,21.5,VEND_019,0
WRK00398,Anganwadi Center at District_2 Sector 24,Anganwadi Center,District_2,21.787506387045724,79.69806947467137,9906744.51,5805383.51,53.8,56.7,2023-08-18,2024-04-17,,8,5.0,VEND_039,0
WRK00399,Community Hall at District_11 Sector 9,Community Hall,District_11,20.890018408766117,78.8426048562405,5460158.36,3071551.48,50.0,56.7,2023-03-16,2023-09-17,,2,15.5,VEND_058,0
WRK00400,Bridge at District_8 Sector 37,Bridge,District_8,20.616949725523742,78.58151496273956,1295947.66,953890.4,74.0,72.5,2023-11-26,2024-11-27,,5,27.4,VEND_030,0
WRK00401,Community Hall at District_2 Sector 25,Community Hall,District_2,21.743184856855375,79.88857546412433,6425341.28,3666259.52,62.4,58.6,2024-02-19,2024-10-04,,7,39.4,VEND_017,0
WRK00402,Drainage at District_4 Sector 39,Drainage,District_4,22.06539925253839,80.13611370735889,5312305.24,2346075.02,32.4,45.2,2023-09-24,2024-09-16,,13,32.8,VEND_029,0
WRK00403,Water Supply at District_1 Sector 34,Water Supply,District_1,21.141904988920007,79.21251488363325,2568777.2,998675.83,39.7,39.3,2023-01-10,2023-12-05,,10,13.1,VEND_012,0
WRK00404,Drainage at District_5 Sector 25,Drainage,District_5,22.763502146696347,80.67333739086587,6193567.7,5688753.23,93.6,92.5,2023-09-15,2024-10-11,,3,12.5,VEND_046,0
WRK00405,Bridge at District_12 Sector 39,Bridge,District_12,20.96179992413817,78.91557046737253,12252809.72,8599439.07,80.3,68.9,2024-01-22,2024-08-26,,11,10.0,VEND_033,0
WRK00406,Drainage at District_9 Sector 8,Drainage,District_9,20.230474378318473,78.29056278934944,10515794.25,8154771.1,75.6,78.6,2023-08-29,2024-01-01,,3,28.5,VEND_002,0
WRK00407,Anganwadi Center at District_5 Sector 10,Anganwadi Center,District_5,22.630116805952742,80.65187636981595,3225015.81,1401430.3,44.6,45.4,2023-05-18,2023-10-18,,5,24.2,VEND_001,0
WRK00408,Community Hall at District_6 Sector 35,Community Hall,District_6,20.000336726705083,77.96156785975192,11620536.19,10930927.84,76.8,96.6,2024-01-20,2024-08-20,,2,17.3,VEND_048,0
WRK00409,Bridge at District_2 Sector 18,Bridge,District_2,21.81908452672398,79.79733125777857,1076881.05,787432.86,75.8,75.7,2023-01-19,2024-01-29,,9,44.3,VEND_051,0
WRK00410,Bridge at District_11 Sector 22,Bridge,District_11,20.86248904648789,78.98928103743107,8376653.31,5796497.82,70.2,66.0,2023-09-02,2024-06-28,,10,23.9,VEND_046,0
WRK00411,Irrigation Canal at District_1 Sector 34,Irrigation Canal,District_1,21.221552724629984,79.21146938307463,458863.0,211279.23,44.0,47.4,2024-03-17,2025-03-12,,8,37.6,VEND_026,0
WRK00412,Bridge at District_3 Sector 35,Bridge,District_3,20.851509096836907,78.91617325254754,3153768.32,2038413.7,69.8,65.8,2023-11-08,2024-08-23,,14,30.9,VEND_013,0
WRK00413,Road Construction at District_9 Sector 22,Road Construction,District_9,20.26494795880061,78.38007856889477,2843963.4,2055652.78,77.1,75.0,2023-06-01,2024-04-09,,8,32.7,VEND_027,0
WRK00414,Irrigation Canal at District_8 Sector 6,Irrigation Canal,District_8,20.647731389682615,78.64045587441927,6249001.64,2832744.71,43.9,46.4,2023-11-16,2024-07-20,,3,20.7,VEND_027,0
WRK00415,School Building at District_8 Sector 1,School Building,District_8,20.588190984888367,78.60943554817055,9701818.89,8014430.22,70.8,85.2,2023-01-27,2023-05-17,,10,19.9,VEND_028,0
WRK00416,Road Construction at District_6 Sector 27,Road Construction,District_6,20.015035727090886,77.9446708753106,4537689.52,944807.48,27.9,20.2,2024-04-04,2025-02-20,,6,20.2,VEND_008,0
WRK00417,Water Supply at District_8 Sector 18,Water Supply,District_8,20.662141519193412,78.60683282531268,543574.32,292731.57,51.2,54.1,2023-02-23,2023-10-10,,4,36.2,VEND_035,0
WRK00418,Water Supply at District_2 Sector 27,Water Supply,District_2,21.83957494660424,79.73715081623153,936850.2,484444.14,50.3,52.9,2024-03-13,2025-01-09,,4,25.0,VEND_009,0
WRK00419,Road Construction at District_1 Sector 1,Road Construction,District_1,21.208944585585257,79.23210764761497,6360287.79,5079728.98,62.9,76.1,2024-03-13,2025-03-29,,2,6.6,VEND_017,0
WRK00420,Water Supply at District_4 Sector 7,Water Supply,District_4,22.15222459470253,80.11812964998482,461140.71,362912.63,80.2,77.4,2023-08-24,2024-04-01,,11,21.5,VEND_029,0
WRK00421,Irrigation Canal at District_3 Sector 18,Irrigation Canal,District_3,20.923380741328383,78.92529425322677,9711575.03,6348429.68,61.4,68.2,2023-08-11,2024-08-07,,6,22.4,VEND_010,0
WRK00422,School Building at District_1 Sector 14,School Building,District_1,21.218177923253062,79.23785591843372,1250590.71,1261892.2,88.6,100.0,2023-11-02,2024-06-15,,9,20.4,VEND_009,0
WRK00423,Water Supply at District_6 Sector 7,Water Supply,District_6,19.994216357876027,78.00948202495113,8350800.5,4821708.43,56.4,57.1,2023-11-03,2024-09-25,,6,15.8,VEND_019,0
WRK00424,Anganwadi Center at District_5 Sector 1,Anganwadi Center,District_5,22.782944858380564,80.55938265032471,11729721.78,5059442.35,42.9,42.5,2024-03-30,2025-02-17,,10,28.5,VEND_014,0
WRK00425,Drainage at District_6 Sector 2,Drainage,District_6,19.97301058484935,78.0393542221049,1021588.99,262765.65,33.7,26.5,2023-01-19,2023-10-16,,10,23.1,VEND_022,0
