work_id,work_name,work_type,district,sanctioned_amount,expenditure,physical_progress_pct,financial_progress_pct,utilisation_pct,cost_overrun_pct,progress_gap,delay_days,payment_irregularity,cost_per_progress,anomaly_score,anomaly_flag,duplicate_risk_score,delay_risk,utilisation_irregularity,fund_diversion_score,risk_score,risk_band,risk_reasons
WRK00265,Anganwadi Center at District_11 Sector 10,Anganwadi Center,District_11,628345.28,310918.51,48.6,52.0,49.482111173016214,-50.51788882698379,3.3999999999999986,706,0.0,6397.5002057613165,7.2,0,69.7,100.0,4.079999999999998,2.294999999999999,26.1,Low,Delayed by 706 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 70/100) | Anomaly pattern detected by ML model (score 7/100 on cost/progress/payment behaviour)
WRK00345,Irrigation Canal at District_4 Sector 28,Irrigation Canal,District_4,2488700.77,2153206.09,83.5,87.1,86.51928411626601,-13.480715883733993,3.5999999999999943,855,0.0,25786.899281437123,4.1,0,75.8,100.0,4.319999999999993,2.447777934692293,26.1,Low,Delayed by 855 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 76/100) | Anomaly pattern detected by ML model (score 4/100 on cost/progress/payment behaviour)
WRK00447,Irrigation Canal at District_4 Sector 24,Irrigation Canal,District_4,4257748.68,1791432.91,41.2,42.7,42.07465129200627,-57.92534870799372,1.5,1035,0.0,43481.38131067961,12.3,0,61.8,100.0,1.7999999999999998,1.879694529553558,26.0,Low,Delayed by 1035 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 12/100 on cost/progress/payment behaviour)
WRK00260,Community Hall at District_12 Sector 39,Community Hall,District_12,555767.88,360825.79,62.8,67.3,64.92382935120324,-35.07617064879677,4.5,852,0.6400000000000006,5745.6335987261145,2.9,0,74.4,100.0,5.3999999999999995,3.2615,26.0,Low,Delayed by 852 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 74/100)
WRK00357,School Building at District_1 Sector 1,School Building,District_1,647610.54,340247.87,52.3,54.8,52.538964236128706,-47.461035763871294,2.5,885,5.280000000000001,6505.695411089867,7.2,0,68.3,100.0,3.0,3.5355000000000003,26.0,Low,Delayed by 885 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 68/100) | Anomaly pattern detected by ML model (score 7/100 on cost/progress/payment behaviour)
WRK00362,Water Supply at District_11 Sector 8,Water Supply,District_11,5201399.73,3032109.02,56.8,57.1,58.29409730830282,-41.70590269169719,0.30000000000000426,639,0.0,53382.20105633803,6.6,0,75.3,100.0,0.3600000000000051,1.544979456277824,26.0,Low,Delayed by 639 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 75/100) | Anomaly pattern detected by ML model (score 7/100 on cost/progress/payment behaviour)
WRK00359,Water Supply at District_1 Sector 26,Water Supply,District_1,931893.02,646563.68,71.5,68.9,69.38174942012121,-30.61825057987879,-2.5999999999999943,649,5.359999999999999,9042.848671328673,8.3,0,71.8,100.0,0.0,1.8759999999999997,26.0,Low,Delayed by 649 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 72/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour)
WRK00041,Bridge at District_2 Sector 16,Bridge,District_2,11498879.72,10398936.01,87.3,90.4,90.4343402419727,-9.565659758027287,3.1000000000000085,934,15.600000000000001,119117.25097365407,34.2,0,0.0,100.0,3.72000000000001,12.050564466990457,25.9,Low,"Delayed by 934 days beyond planned completion | Anomaly pattern detected by ML model (score 34/100 on cost/progress/payment behaviour) | Fund diversion signal: financial progress (90%) far ahead of physical progress (87%), payment irregularity 16/100"
WRK00014,Road Construction at District_4 Sector 22,Road Construction,District_4,5921618.73,2571650.49,55.0,45.5,43.428167318026574,-56.57183268197343,-9.5,801,0.0,46757.28163636364,12.0,0,64.3,100.0,0.0,1.024452825961941,25.9,Low,Delayed by 801 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100) | Anomaly pattern detected by ML model (score 12/100 on cost/progress/payment behaviour)
WRK00427,Water Supply at District_2 Sector 38,Water Supply,District_2,453586.36,246604.61,56.0,57.2,54.36773054639473,-45.63226945360526,1.2000000000000028,809,0.0,4403.6537499999995,3.8,0,80.4,100.0,1.4400000000000033,0.8100000000000018,25.9,Low,Delayed by 809 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 80/100)
WRK00441,Road Construction at District_12 Sector 28,Road Construction,District_12,3099720.57,1396927.94,55.8,45.1,45.06625382687318,-54.93374617312683,-10.699999999999996,786,0.0,25034.55089605735,9.6,0,71.2,100.0,0.0,0.0,25.9,Low,Delayed by 786 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 71/100) | Anomaly pattern detected by ML model (score 10/100 on cost/progress/payment behaviour)
WRK00414,Irrigation Canal at District_8 Sector 6,Irrigation Canal,District_8,6249001.64,2832744.71,43.9,46.4,45.331156450136575,-54.66884354986343,2.5,787,0.5599999999999995,64527.214350797265,9.9,0,62.1,100.0,3.0,3.7609914010534844,25.9,Low,Delayed by 787 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 10/100 on cost/progress/payment behaviour)
WRK00366,Anganwadi Center at District_11 Sector 8,Anganwadi Center,District_11,444533.54,236348.47,60.1,54.9,53.167747477501926,-46.832252522498074,-5.200000000000003,1080,2.0,3932.5868552412644,12.6,0,63.5,100.0,0.0,0.7,25.9,Low,Delayed by 1080 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100) | Anomaly pattern detected by ML model (score 13/100 on cost/progress/payment behaviour)
WRK00323,Irrigation Canal at District_1 Sector 21,Irrigation Canal,District_1,4357991.84,2617381.49,46.6,59.1,60.05934811479593,-39.940651885204076,12.5,1185,0.0,56166.9847639485,28.8,0,0.0,100.0,15.0,9.913661894138077,25.9,Low,Delayed by 1185 days beyond planned completion | Anomaly pattern detected by ML model (score 29/100 on cost/progress/payment behaviour) | Utilisation irregularity: 60% of funds used vs 47% physical work done
WRK00470,Bridge at District_4 Sector 4,Bridge,District_4,10303806.33,5863430.15,63.3,59.3,56.905477084990984,-43.094522915009016,-4.0,866,3.8400000000000007,92629.22827804109,11.1,0,62.0,100.0,0.0,4.57051743862691,25.9,Low,Delayed by 866 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 11/100 on cost/progress/payment behaviour)
WRK00019,Irrigation Canal at District_10 Sector 13,Irrigation Canal,District_10,584746.0,307781.47,55.3,52.7,52.6350706118554,-47.3649293881446,-2.5999999999999943,650,4.319999999999999,5565.668535262206,9.4,0,68.3,100.0,0.0,1.5119999999999998,25.8,Low,Delayed by 650 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 68/100) | Anomaly pattern detected by ML model (score 9/100 on cost/progress/payment behaviour)
WRK00238,Water Supply at District_3 Sector 27,Water Supply,District_3,631737.25,215233.48,26.7,35.0,34.07009480602893,-65.92990519397107,8.3,973,11.280000000000001,8061.179026217229,31.5,0,0.0,100.0,9.96,9.550500000000001,25.8,Low,Delayed by 973 days beyond planned completion | Anomaly pattern detected by ML model (score 32/100 on cost/progress/payment behaviour)
WRK00082,Anganwadi Center at District_2 Sector 7,Anganwadi Center,District_2,1222898.48,603259.75,53.8,50.6,49.33032135259502,-50.66967864740497,-3.1999999999999957,701,8.4,11213.006505576208,11.6,0,61.3,100.0,0.0,2.94,25.7,Low,Delayed by 701 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 61/100) | Anomaly pattern detected by ML model (score 12/100 on cost/progress/payment behaviour)
WRK00220,Water Supply at District_6 Sector 33,Water Supply,District_6,1160108.01,491442.04,51.0,44.1,42.36174871338058,-57.63825128661942,-6.899999999999999,877,2.319999999999999,9636.118431372548,11.3,0,64.3,100.0,0.0,0.8119999999999996,25.7,Low,Delayed by 877 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100) | Anomaly pattern detected by ML model (score 11/100 on cost/progress/payment behaviour)
WRK00356,Bridge at District_9 Sector 9,Bridge,District_9,8696986.92,4723232.7,56.7,54.6,54.30883987117691,-45.69116012882309,-2.1000000000000014,1023,0.0,83302.16402116402,8.8,0,67.2,100.0,0.0,2.778775416677038,25.7,Low,Delayed by 1023 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 67/100) | Anomaly pattern detected by ML model (score 9/100 on cost/progress/payment behaviour)
WRK00074,Irrigation Canal at District_4 Sector 17,Irrigation Canal,District_4,5694051.91,5130132.1,87.0,85.9,90.0963352826195,-9.9036647173805,-1.0999999999999943,773,1.7599999999999996,58967.035632183906,11.9,0,61.8,100.0,0.0,2.226577225991486,25.7,Low,Delayed by 773 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 12/100 on cost/progress/payment behaviour)
WRK00009,Anganwadi Center at District_5 Sector 18,Anganwadi Center,District_5,3211470.47,2268425.4,79.8,72.3,70.63510068644659,-29.364899313553405,-7.5,1050,0.0,28426.383458646615,7.5,0,73.6,100.0,0.0,0.1444853261994474,25.7,Low,Delayed by 1050 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 74/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour)
WRK00444,Anganwadi Center at District_3 Sector 7,Anganwadi Center,District_3,12293365.6,6440803.85,44.6,54.2,52.39251853048281,-47.60748146951719,9.600000000000001,928,0.0,144412.64237668162,28.4,0,0.0,100.0,11.520000000000001,12.19235970297043,25.7,Low,"Delayed by 928 days beyond planned completion | Anomaly pattern detected by ML model (score 28/100 on cost/progress/payment behaviour) | Fund diversion signal: financial progress (54%) far ahead of physical progress (45%), payment irregularity 0/100 | Utilisation irregularity: 52% of funds used vs 45% physical work done"
WRK00095,Irrigation Canal at District_12 Sector 16,Irrigation Canal,District_12,4801227.9,2974412.69,69.1,65.1,61.95108318020063,-38.04891681979937,-4.0,603,0.0,43045.046164978296,8.4,0,69.8,100.0,0.0,0.8462484338686214,25.6,Low,Delayed by 603 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 70/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour)
WRK00348,Water Supply at District_11 Sector 33,Water Supply,District_11,632232.5,333258.31,58.6,52.6,52.711353813668225,-47.28864618633177,-6.0,709,2.4000000000000004,5687.001877133106,9.1,0,68.1,100.0,0.0,0.8400000000000001,25.6,Low,Delayed by 709 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 68/100) | Anomaly pattern detected by ML model (score 9/100 on cost/progress/payment behaviour)
WRK00528,Water Supply at District_6 Sector 34,Water Supply,District_6,610690.57,495480.75,88.0,81.0,81.13450155288955,-18.86549844711045,-7.0,757,0.0,5630.463068181818,8.6,0,70.5,100.0,0.0,0.0,25.6,Low,Delayed by 757 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 70/100) | Anomaly pattern detected by ML model (score 9/100 on cost/progress/payment behaviour)
WRK00240,Water Supply at District_6 Sector 4,Water Supply,District_6,604458.83,286908.96,51.3,45.8,47.465426222659374,-52.53457377734063,-5.5,812,1.6800000000000013,5592.767251461989,8.0,0,70.5,100.0,0.0,0.5880000000000004,25.5,Low,Delayed by 812 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 70/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour)
WRK00180,Water Supply at District_1 Sector 22,Water Supply,District_1,621273.25,365153.52,59.6,57.7,58.775026930581674,-41.224973069418326,-1.8999999999999986,993,3.919999999999999,6126.736912751678,6.9,0,71.0,100.0,0.0,1.3719999999999997,25.5,Low,Delayed by 993 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 71/100) | Anomaly pattern detected by ML model (score 7/100 on cost/progress/payment behaviour)
WRK00131,Anganwadi Center at District_8 Sector 30,Anganwadi Center,District_8,445702.19,271586.79,68.6,61.3,60.93458728573893,-39.065412714261065,-7.299999999999997,802,7.359999999999999,3958.99110787172,9.3,0,64.7,100.0,0.0,2.5759999999999996,25.5,Low,Delayed by 802 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 65/100) | Anomaly pattern detected by ML model (score 9/100 on cost/progress/payment behaviour)
WRK00569,Road Construction at District_12 Sector 14,Road Construction,District_12,5249704.16,2676146.92,50.0,51.1,50.97709963145809,-49.02290036854191,1.1000000000000014,988,1.2000000000000002,53522.9384,10.0,0,61.1,100.0,1.3200000000000016,2.511735496665193,25.4,Low,Delayed by 988 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 61/100) | Anomaly pattern detected by ML model (score 10/100 on cost/progress/payment behaviour)
WRK00289,School Building at District_11 Sector 7,School Building,District_11,869502.54,442672.41,46.8,50.2,50.910996763735724,-49.089003236264276,3.4000000000000057,672,0.0,9458.81217948718,7.5,0,62.9,100.0,4.080000000000006,2.295000000000004,25.4,Low,Delayed by 672 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 63/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour)
WRK00224,Irrigation Canal at District_8 Sector 33,Irrigation Canal,District_8,5246500.1,3359360.13,55.8,62.0,64.03049777889073,-35.969502221109266,6.200000000000003,793,0.0,60203.58655913979,4.0,0,62.1,100.0,7.440000000000003,5.854937363011129,25.4,Low,Delayed by 793 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100)
WRK00024,Community Hall at District_1 Sector 35,Community Hall,District_1,547785.95,388680.09,68.1,70.9,70.95473879897797,-29.045261201022033,2.8000000000000114,795,0.0,5707.490308370045,0.9,0,78.3,100.0,3.3600000000000136,1.8900000000000077,25.4,Low,Delayed by 795 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 78/100)
WRK00316,Water Supply at District_8 Sector 1,Water Supply,District_8,4383820.74,3348562.14,84.6,80.3,76.38455900913503,-23.61544099086497,-4.299999999999997,1092,0.0,39581.11276595745,10.7,0,62.4,100.0,0.0,0.6799636843201519,25.3,Low,Delayed by 1092 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 11/100 on cost/progress/payment behaviour)
WRK00080,School Building at District_11 Sector 38,School Building,District_11,1061006.15,702136.29,64.1,66.3,66.17645807236839,-33.82354192763161,2.200000000000003,1090,0.48000000000000115,10953.764274570984,9.3,0,60.7,100.0,2.6400000000000032,1.6530000000000025,25.3,Low,Delayed by 1090 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 61/100) | Anomaly pattern detected by ML model (score 9/100 on cost/progress/payment behaviour)
WRK00052,Road Construction at District_3 Sector 11,Road Construction,District_3,1263730.23,686932.8,68.8,57.2,54.3575506617421,-45.64244933825789,-11.599999999999994,780,0.0,9984.488372093025,8.5,0,68.3,100.0,0.0,0.0,25.3,Low,Delayed by 780 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 68/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour)
WRK00157,Community Hall at District_5 Sector 6,Community Hall,District_5,560109.8,314863.82,61.7,57.1,56.21466005415366,-43.78533994584634,-4.600000000000001,943,5.119999999999999,5103.141329011345,7.6,0,68.0,100.0,0.0,1.7919999999999996,25.3,Low,Delayed by 943 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 68/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour)
WRK00433,Road Construction at District_8 Sector 7,Road Construction,District_8,966106.39,669239.98,70.7,72.0,69.27187180699632,-30.728128193003673,1.2999999999999972,669,0.0,9465.912022630833,4.1,0,73.2,100.0,1.5599999999999965,0.8774999999999982,25.2,Low,Delayed by 669 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 73/100) | Anomaly pattern detected by ML model (score 4/100 on cost/progress/payment behaviour)
WRK00094,Anganwadi Center at District_3 Sector 22,Anganwadi Center,District_3,4346636.24,3134570.71,71.8,74.3,72.11486162918477,-27.885138370815227,2.5,1036,0.0,43656.973676880225,5.3,0,67.3,100.0,3.0,2.5631237714796717,25.2,Low,Delayed by 1036 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 67/100) | Anomaly pattern detected by ML model (score 5/100 on cost/progress/payment behaviour)
WRK00205,School Building at District_11 Sector 23,School Building,District_11,6220071.9,2899254.66,46.9,44.5,46.61127245168983,-53.38872754831018,-2.3999999999999986,997,0.0,61817.79658848615,10.6,0,60.7,100.0,0.0,1.7474268755186022,25.2,Low,Delayed by 997 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 61/100) | Anomaly pattern detected by ML model (score 11/100 on cost/progress/payment behaviour)
WRK00503,Water Supply at District_7 Sector 26,Water Supply,District_7,2536439.74,1858030.46,82.7,74.8,73.25348324656038,-26.746516753439614,-7.900000000000006,897,0.15999999999999945,22467.11559854897,6.6,0,71.3,100.0,0.0,0.0559999999999998,25.2,Low,Delayed by 897 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 71/100) | Anomaly pattern detected by ML model (score 7/100 on cost/progress/payment behaviour)
WRK00533,Bridge at District_11 Sector 15,Bridge,District_11,6040289.0,3531460.81,62.0,57.5,58.465096785931934,-41.534903214068066,-4.5,806,3.76,56959.04532258065,8.0,0,64.6,100.0,0.0,2.830184447243917,25.2,Low,Delayed by 806 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 65/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour)
WRK00090,Bridge at District_5 Sector 14,Bridge,District_5,10305497.15,4330732.68,36.7,40.2,42.023520233567766,-57.976479766432234,3.5,1142,1.8400000000000007,118003.61525885557,33.9,0,0.0,100.0,4.2,7.451104826000862,25.2,Low,Delayed by 1142 days beyond planned completion | Anomaly pattern detected by ML model (score 34/100 on cost/progress/payment behaviour)
WRK00416,Road Construction at District_6 Sector 27,Road Construction,District_6,4537689.52,944807.48,27.9,20.2,20.821333761063496,-79.1786662389365,-7.699999999999999,572,0.15999999999999945,33864.06738351255,40.7,0,0.0,100.0,0.0,0.4615191872504889,25.2,Low,Delayed by 572 days beyond planned completion | Anomaly pattern detected by ML model (score 41/100 on cost/progress/payment behaviour)
WRK00464,Bridge at District_9 Sector 14,Bridge,District_9,5260525.75,2888871.91,57.2,57.8,54.91603020857754,-45.08396979142246,0.5999999999999943,960,0.0,50504.75367132867,5.4,0,70.4,100.0,0.7199999999999932,1.6093487353204137,25.1,Low,Delayed by 960 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 70/100) | Anomaly pattern detected by ML model (score 5/100 on cost/progress/payment behaviour)
WRK00457,Road Construction at District_7 Sector 33,Road Construction,District_7,6154562.75,4874041.39,76.7,78.3,79.19395069942215,-20.806049300577858,1.5999999999999943,974,0.0,63546.82385919165,7.0,0,63.7,100.0,1.919999999999993,2.910428144178385,25.1,Low,Delayed by 974 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100) | Anomaly pattern detected by ML model (score 7/100 on cost/progress/payment behaviour)
WRK00458,Drainage at District_2 Sector 37,Drainage,District_2,885876.57,504102.48,63.7,59.2,56.904369871753126,-43.09563012824687,-4.5,863,8.64,7913.696703296702,8.6,0,62.2,100.0,0.0,3.024,25.1,Low,Delayed by 863 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 9/100 on cost/progress/payment behaviour)
WRK00334,Drainage at District_10 Sector 29,Drainage,District_10,2946149.37,1416487.31,59.5,47.7,48.0792767815435,-51.9207232184565,-11.799999999999997,741,0.0,23806.509411764706,10.8,0,60.7,100.0,0.0,0.0,25.0,Low,Delayed by 741 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 61/100) | Anomaly pattern detected by ML model (score 11/100 on cost/progress/payment behaviour)
WRK00122,Community Hall at District_6 Sector 23,Community Hall,District_6,554678.69,467129.38,84.3,86.7,84.21621173151614,-15.783788268483859,2.4000000000000057,1033,0.0,5541.273784104389,7.6,0,61.8,100.0,2.8800000000000066,1.6200000000000037,25.0,Low,Delayed by 1033 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour)
WRK00055,Irrigation Canal at District_1 Sector 22,Irrigation Canal,District_1,5162433.64,3497707.37,75.3,70.7,67.75307178573244,-32.246928214267555,-4.599999999999994,798,0.0,46450.29707835326,3.5,0,74.8,100.0,0.0,1.009716153958249,25.0,Low,Delayed by 798 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 75/100)
WRK00317,Community Hall at District_8 Sector 6,Community Hall,District_8,4386111.61,3034893.75,60.4,66.6,69.19326318739071,-30.806736812609298,6.199999999999996,896,0.0,50246.58526490066,3.5,0,60.3,100.0,7.439999999999994,5.376955463320339,25.0,Low,Delayed by 896 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 60/100)
WRK00294,Drainage at District_7 Sector 33,Drainage,District_7,426314.4,315586.01,74.6,77.2,74.02658929653795,-25.973410703462047,2.6000000000000085,906,0.0,4230.375469168901,3.3,0,70.7,100.0,3.1200000000000103,1.7550000000000059,25.0,Low,Delayed by 906 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 71/100)
WRK00160,Water Supply at District_3 Sector 35,Water Supply,District_3,4383828.87,2886304.72,75.1,64.6,65.83981276623146,-34.160187233768546,-10.5,899,0.0,38432.819174434095,7.4,0,66.4,100.0,0.0,0.6248403056984533,24.9,Low,Delayed by 899 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 66/100) | Anomaly pattern detected by ML model (score 7/100 on cost/progress/payment behaviour)
WRK00530,Bridge at District_8 Sector 24,Bridge,District_8,6402930.98,4519025.05,71.3,72.3,70.57744436283147,-29.422555637168536,1.0,948,0.0,63380.43548387097,5.0,0,67.5,100.0,1.2,2.497440736185557,24.9,Low,Delayed by 948 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 68/100) | Anomaly pattern detected by ML model (score 5/100 on cost/progress/payment behaviour)
WRK00184,School Building at District_1 Sector 13,School Building,District_1,2420357.29,1357501.67,63.1,54.2,56.08682964323833,-43.91317035676167,-8.899999999999999,912,0.0,21513.4971473851,5.4,0,70.9,100.0,0.0,0.0,24.9,Low,Delayed by 912 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 71/100) | Anomaly pattern detected by ML model (score 5/100 on cost/progress/payment behaviour)
WRK00190,Road Construction at District_5 Sector 17,Road Construction,District_5,854124.72,498566.33,59.8,60.2,58.37160760316128,-41.62839239683871,0.4000000000000057,1009,0.0,8337.229598662208,5.0,0,71.2,100.0,0.4800000000000068,0.27000000000000385,24.9,Low,Delayed by 1009 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 71/100) | Anomaly pattern detected by ML model (score 5/100 on cost/progress/payment behaviour)
WRK00535,Anganwadi Center at District_2 Sector 16,Anganwadi Center,District_2,2300816.84,1074650.62,54.2,45.4,46.70735198548009,-53.29264801451992,-8.800000000000004,987,0.0,19827.50221402214,9.7,0,62.0,100.0,0.0,0.0,24.9,Low,Delayed by 987 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 10/100 on cost/progress/payment behaviour)
WRK00340,Road Construction at District_4 Sector 1,Road Construction,District_4,563272.52,439060.08,74.4,79.8,77.94807387372634,-22.051926126273656,5.3999999999999915,790,0.0,5901.345161290323,2.8,0,64.3,100.0,6.47999999999999,3.6449999999999942,24.9,Low,Delayed by 790 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100)
WRK00011,Community Hall at District_2 Sector 12,Community Hall,District_2,5234977.05,4427675.01,72.1,83.8,84.5786899868071,-15.421310013192896,11.700000000000003,1185,0.0,61410.19431345354,25.5,0,0.0,100.0,14.040000000000003,9.625360089899013,24.9,Low,Delayed by 1185 days beyond planned completion | Anomaly pattern detected by ML model (score 26/100 on cost/progress/payment behaviour) | Utilisation irregularity: 85% of funds used vs 72% physical work done
WRK00554,Anganwadi Center at District_5 Sector 29,Anganwadi Center,District_5,1063908.2,755387.24,75.9,69.4,71.00116720596759,-28.998832794032413,-6.5,819,0.0,9952.401054018444,3.5,0,74.9,100.0,0.0,0.0,24.9,Low,Delayed by 819 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 75/100)
WRK00426,Water Supply at District_3 Sector 33,Water Supply,District_3,3236799.88,2670281.76,82.6,82.5,82.49758585631189,-17.50241414368812,-0.09999999999999432,931,0.0,32327.866343825666,3.6,0,74.3,100.0,0.0,0.33177446536506283,24.9,Low,Delayed by 931 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 74/100)
WRK00035,Road Construction at District_1 Sector 5,Road Construction,District_1,2573185.1,2063178.3,73.8,78.0,80.17994119428097,-19.82005880571903,4.200000000000003,969,0.0,27956.345528455287,4.2,0,64.0,100.0,5.040000000000004,2.956921341706491,24.9,Low,Delayed by 969 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 64/100) | Anomaly pattern detected by ML model (score 4/100 on cost/progress/payment behaviour)
WRK00315,Anganwadi Center at District_2 Sector 33,Anganwadi Center,District_2,11047146.84,5842166.8,52.0,52.8,52.88394265609308,-47.11605734390691,0.7999999999999972,623,15.439999999999998,112349.36153846154,32.4,0,0.0,100.0,0.9599999999999965,10.117174617774282,24.8,Low,"Delayed by 623 days beyond planned completion | Anomaly pattern detected by ML model (score 32/100 on cost/progress/payment behaviour) | Fund diversion signal: financial progress (53%) far ahead of physical progress (52%), payment irregularity 15/100"
WRK00202,School Building at District_3 Sector 28,School Building,District_3,546879.87,312228.02,59.1,55.5,57.09261523924807,-42.90738476075193,-3.6000000000000014,992,4.880000000000002,5283.046023688664,8.1,0,62.2,100.0,0.0,1.7080000000000004,24.7,Low,Delayed by 992 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 62/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour)
WRK00303,Road Construction at District_8 Sector 38,Road Construction,District_8,943371.95,724902.43,75.3,79.2,76.84163494579207,-23.15836505420793,3.9000000000000057,744,0.0,9626.858300132802,2.6,0,65.9,100.0,4.680000000000007,2.632500000000004,24.7,Low,Delayed by 744 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 66/100)
WRK00546,Drainage at District_3 Sector 3,Drainage,District_3,858240.31,212711.35,19.5,25.1,24.784590926520334,-75.21540907347966,5.600000000000001,1047,3.440000000000001,10908.274358974359,31.9,0,0.0,100.0,6.7200000000000015,4.984000000000002,24.7,Low,Delayed by 1047 days beyond planned completion | Anomaly pattern detected by ML model (score 32/100 on cost/progress/payment behaviour)
WRK00010,Water Supply at District_2 Sector 6,Water Supply,District_2,8883863.91,5488826.21,66.4,62.2,61.784222108823364,-38.215777891176636,-4.200000000000003,831,0.15999999999999945,82663.0453313253,7.8,0,60.9,100.0,0.0,2.8040947773490363,24.7,Low,Delayed by 831 days beyond planned completion | Possible duplicate/overlapping work found (duplicate risk 61/100) | Anomaly pattern detected by ML model (score 8/100 on cost/progress/payment behaviour)
WRK00424,Anganwadi Center at District_5 Sector 1,Anganwadi Center,District_5,11729721.78,5059442.35,42.9,42.5,43.13352392233808,-56.86647607766192,-0.3999999999999986,575,6.800000000000001,117935.71911421911,34.2,0,0.0,100.0,0.0,6.821345498494921,24.6,Low,Delayed by 575 days beyond planned completion | Anomaly pattern detected by ML model (score 34/100 on cost/progress/payment behaviour)
