work_id,work_name,work_type,state,district,constituency,lat,lon,sanctioned_amount,expenditure,physical_progress_pct,financial_progress_pct,start_date,end_date,actual_end_date,num_payment_txns,max_single_txn_pct_of_sanctioned,vendor_id,is_fraud_label
WRK00159,Anganwadi Centre - Hubballi North,Anganwadi Centre,Karnataka,Hubballi,Hubballi North,15.7492,76.5267,978964,890857,83,91,2023-05-16,2024-07-23,,7,34.9,VEND306,0
WRK01147,School Building - Jaipur North,School Building,Rajasthan,Jaipur,Jaipur North,28.0783,75.111,12765421,7786906,62,61,2024-03-31,2025-09-14,,12,27.3,VEND303,0
WRK00295,Streetlight Installation - Silchar Rural,Streetlight Installation,Assam,Silchar,Silchar Rural,25.3858,93.6631,8772531,3596737,39,41,2023-12-23,2024-10-20,,6,35.0,VEND344,0
WRK00978,Streetlight Installation - Nizamabad Urban,Streetlight Installation,Telangana,Nizamabad,Nizamabad Urban,17.799,78.8437,450571,175722,40,39,2023-10-11,2024-10-20,,8,26.1,VEND248,0
WRK00260,Drainage Project - Ludhiana South,Drainage Project,Punjab,Ludhiana,Ludhiana South,30.6658,76.0894,530033,206712,38,39,2023-06-25,2024-05-13,,10,15.8,VEND151,0
WRK01762,Health Sub-Centre - Thiruvananthapuram East,Health Sub-Centre,Kerala,Thiruvananthapuram,Thiruvananthapuram East,10.0941,75.772,2283564,2100878,37,92,2022-05-25,2023-05-08,,1,81.8,VEND230,1
WRK03540,Irrigation Canal - Gwalior East,Irrigation Canal,Madhya Pradesh,Gwalior,Gwalior East,24.537,78.3532,15224808,9287132,53,61,2023-05-03,2024-03-17,,4,43.6,VEND063,0
WRK03750,Road Construction - Belagavi East,Road Construction,Karnataka,Belagavi,Belagavi East,14.9022,76.615,4436876,2351544,56,53,2023-01-29,2024-04-09,,6,23.7,VEND319,0
WRK01370,Community Hall - Belagavi East,Community Hall,Karnataka,Belagavi,Belagavi East,14.7183,75.5799,3298438,428796,21,13,2023-02-12,2024-02-26,,4,15.1,VEND365,0
WRK02943,Water Supply Scheme - Tiruchirappalli South,Water Supply Scheme,Tamil Nadu,Tiruchirappalli,Tiruchirappalli South,10.5498,79.7984,599509,335725,64,56,2023-10-07,2024-11-15,,10,10.2,VEND166,0
WRK00905,Community Hall - Faridabad East,Community Hall,Haryana,Faridabad,Faridabad East,30.1647,75.1985,14638442,878306,7,6,2023-03-18,2024-02-24,,6,13.2,VEND006,0
WRK00514,Water Supply Scheme - Udaipur Central,Water Supply Scheme,Rajasthan,Udaipur,Udaipur Central,27.116,73.3072,9573791,4978371,47,52,2022-06-27,2023-03-10,,8,32.0,VEND126,0
WRK00068,Public Toilet Complex - Asansol Rural,Public Toilet Complex,West Bengal,Asansol,Asansol Rural,22.0279,88.3014,9174367,4403696,43,48,2023-12-02,2024-12-24,,5,22.0,VEND251,0
WRK02596,Drainage Project - Bhubaneswar Rural,Drainage Project,Odisha,Bhubaneswar,Bhubaneswar Rural,20.579,84.842,22671332,11108952,43,49,2024-08-12,2025-08-06,,11,42.1,VEND105,0
WRK03427,Irrigation Canal - Faridabad Urban,Irrigation Canal,Haryana,Faridabad,Faridabad Urban,30.1278,76.3227,4671388,3923965,79,84,2023-07-06,2024-01-26,,12,26.4,VEND048,0
WRK01727,Anganwadi Centre - Warangal East,Anganwadi Centre,Telangana,Warangal,Warangal East,17.7413,80.0942,1926315,1810736,98,94,2024-06-10,2025-10-27,,6,21.0,VEND210,0
WRK01791,Public Toilet Complex - Guwahati South,Public Toilet Complex,Assam,Guwahati,Guwahati South,26.0935,93.3938,10486029,3040948,24,29,2022-04-07,2022-11-05,,5,13.5,VEND312,0
WRK03035,Drainage Project - Ahmedabad East,Drainage Project,Gujarat,Ahmedabad,Ahmedabad East,21.288,71.1767,7273638,4873337,64,67,2023-07-06,2023-11-22,,9,10.0,VEND382,0
WRK02482,Anganwadi Centre - Siliguri North,Anganwadi Centre,West Bengal,Siliguri,Siliguri North,22.0523,87.7496,7088272,5245321,73,74,2022-08-04,2024-01-06,,5,18.7,VEND078,0
WRK03364,Health Sub-Centre - Guwahati Rural,Health Sub-Centre,Assam,Guwahati,Guwahati Rural,25.4859,93.3038,15680744,5958682,30,38,2023-05-04,2023-09-17,,10,12.2,VEND267,0
WRK02174,School Building - Udaipur South,School Building,Rajasthan,Udaipur,Udaipur South,28.1863,74.3335,8089089,1860490,23,23,2022-04-16,2023-02-26,,4,29.8,VEND230,0
WRK03263,Streetlight Installation - Guwahati Rural,Streetlight Installation,Assam,Guwahati,Guwahati Rural,26.3683,93.462,5846352,5086326,93,87,2024-01-18,2025-01-29,,4,32.8,VEND344,0
WRK03314,Irrigation Canal - Ahmedabad Urban,Irrigation Canal,Gujarat,Ahmedabad,Ahmedabad Urban,22.962,71.1809,829548,414774,57,50,2024-08-11,2024-12-19,,6,27.1,VEND398,0
WRK02612,Streetlight Installation - Jabalpur Urban,Streetlight Installation,Madhya Pradesh,Jabalpur,Jabalpur Urban,24.3753,79.2817,8007365,8007365,98,100,2024-03-15,2024-11-21,,3,40.5,VEND368,0
WRK01398,Health Sub-Centre - Nashik South,Health Sub-Centre,Maharashtra,Nashik,Nashik South,19.38,75.4382,3445903,137836,4,4,2022-06-07,2022-10-30,,9,16.5,VEND255,0
WRK01245,School Building - Rourkela Central,School Building,Odisha,Rourkela,Rourkela Central,19.9608,86.155,9910968,9415419,93,95,2023-11-04,2024-07-15,,10,22.5,VEND246,0
WRK02531,Health Sub-Centre - Hyderabad East,Health Sub-Centre,Telangana,Hyderabad,Hyderabad East,19.0124,80.4847,2602217,1483263,56,57,2023-04-21,2024-01-14,,6,25.5,VEND379,0
WRK00150,Irrigation Canal - Warangal East,Irrigation Canal,Telangana,Warangal,Warangal East,17.8375,79.9021,1040774,957512,97,92,2024-07-02,2025-11-13,,9,14.7,VEND245,0
WRK01173,Water Supply Scheme - Indore Urban,Water Supply Scheme,Madhya Pradesh,Indore,Indore Urban,22.2022,79.5677,3000069,2400055,27,80,2022-05-01,2023-07-27,,1,72.8,VEND207,1
WRK03515,Drainage Project - Vellore North,Drainage Project,Tamil Nadu,Vellore,Vellore North,10.4278,79.6733,5615319,4323795,76,77,2023-03-05,2024-01-05,,11,39.1,VEND292,0
WRK03318,Drainage Project - Dibrugarh Urban,Drainage Project,Assam,Dibrugarh,Dibrugarh Urban,26.6692,93.0801,12512212,5880739,43,47,2024-02-19,2024-11-02,,8,25.5,VEND219,0
WRK00888,School Building - Pune North,School Building,Maharashtra,Pune,Pune North,18.8749,76.0263,2896592,1795887,60,62,2023-08-25,2024-12-04,,6,44.3,VEND376,0
WRK00921,Road Construction - Ahmedabad West,Road Construction,Gujarat,Ahmedabad,Ahmedabad West,23.1679,72.0357,435098,343727,81,79,2023-04-03,2024-04-02,,9,12.1,VEND041,0
WRK01819,Community Hall - Gorakhpur North,Community Hall,Uttar Pradesh,Gorakhpur,Gorakhpur North,26.5982,81.4288,8420390,7830962,90,93,2022-06-19,2022-11-26,,11,27.5,VEND015,0
WRK01488,Anganwadi Centre - Mysuru Rural,Anganwadi Centre,Karnataka,Mysuru,Mysuru Rural,16.07,75.1755,6581201,2237608,37,34,2023-12-25,2025-04-05,,11,30.0,VEND343,0
WRK03057,Streetlight Installation - Silchar South,Streetlight Installation,Assam,Silchar,Silchar South,25.4509,92.3271,2844069,1564237,49,55,2024-02-04,2025-07-23,,4,19.1,VEND041,0
WRK01873,Irrigation Canal - Gwalior East,Irrigation Canal,Madhya Pradesh,Gwalior,Gwalior East,22.4878,78.1698,17967997,5210719,23,29,2023-06-11,2024-08-19,,10,12.8,VEND326,0
WRK02961,Water Supply Scheme - Muzaffarpur West,Water Supply Scheme,Bihar,Muzaffarpur,Muzaffarpur West,24.9663,84.7249,499091,179672,38,36,2024-05-09,2025-01-16,,7,16.9,VEND176,0
WRK03415,Water Supply Scheme - Warangal Urban,Water Supply Scheme,Telangana,Warangal,Warangal Urban,19.0062,78.7385,10607541,10501465,98,99,2023-06-02,2024-01-17,,11,28.3,VEND273,0
WRK00673,Community Hall - Gwalior Rural,Community Hall,Madhya Pradesh,Gwalior,Gwalior Rural,24.4472,79.0203,537403,505158,90,94,2023-08-20,2024-05-15,,3,44.3,VEND171,0
WRK01909,Irrigation Canal - Pune East,Irrigation Canal,Maharashtra,Pune,Pune East,19.4713,75.0405,2397037,1821748,74,76,2022-05-12,2023-10-24,,9,23.8,VEND274,0
WRK02109,Anganwadi Centre - Panipat Urban,Anganwadi Centre,Haryana,Panipat,Panipat Urban,28.5991,76.4066,8155041,8155041,100,100,2022-09-07,2024-01-29,2024-02-07,2,68.9,VEND133,1
WRK01647,Irrigation Canal - Darjeeling Rural,Irrigation Canal,West Bengal,Darjeeling,Darjeeling Rural,23.0491,87.9265,23635382,709061,8,3,2022-04-26,2023-09-14,,3,25.6,VEND249,0
WRK02036,Streetlight Installation - Tirunelveli West,Streetlight Installation,Tamil Nadu,Tirunelveli,Tirunelveli West,9.9926,79.5093,23349654,22182171,94,95,2022-08-16,2022-12-17,,2,42.3,VEND354,1
WRK01682,Community Hall - Guwahati Urban,Community Hall,Assam,Guwahati,Guwahati Urban,26.0086,93.0491,2942823,2236545,79,76,2024-08-07,2025-05-21,,9,31.9,VEND136,0
WRK02232,Drainage Project - Thrissur Urban,Drainage Project,Kerala,Thrissur,Thrissur Urban,10.1154,75.8543,16838416,4209604,21,25,2023-12-17,2024-08-27,,12,20.2,VEND016,0
WRK00265,Water Supply Scheme - Thrissur North,Water Supply Scheme,Kerala,Thrissur,Thrissur North,11.6882,75.051,8741891,6993512,84,80,2023-03-10,2024-04-22,,5,40.4,VEND092,0
WRK01324,Health Sub-Centre - Prayagraj Rural,Health Sub-Centre,Uttar Pradesh,Prayagraj,Prayagraj Rural,26.1018,80.0128,3406330,2588810,77,76,2023-05-06,2024-04-20,,5,26.8,VEND261,0
WRK00597,Health Sub-Centre - Warangal East,Health Sub-Centre,Telangana,Warangal,Warangal East,16.9905,79.3055,3480385,1496565,51,43,2024-06-10,2025-05-02,,10,32.9,VEND390,0
WRK03216,Water Supply Scheme - Guwahati South,Water Supply Scheme,Assam,Guwahati,Guwahati South,26.2609,91.9753,3135746,1850090,55,59,2022-04-18,2022-11-30,,11,25.3,VEND151,0
WRK03157,Streetlight Installation - Cuttack South,Streetlight Installation,Odisha,Cuttack,Cuttack South,21.8456,86.1186,4280647,1755065,40,41,2024-06-07,2024-11-01,,12,29.6,VEND252,0
WRK03472,Anganwadi Centre - Agra Central,Anganwadi Centre,Uttar Pradesh,Agra,Agra Central,27.527,80.6591,1672719,1003631,67,60,2023-02-05,2024-06-18,,7,38.4,VEND015,0
WRK02609,Road Construction - Hyderabad Central,Road Construction,Telangana,Hyderabad,Hyderabad Central,17.4715,78.6831,21783208,4792305,29,22,2023-12-28,2025-05-09,,7,34.7,VEND325,0
WRK01692,Health Sub-Centre - Kota Urban,Health Sub-Centre,Rajasthan,Kota,Kota Urban,27.6766,73.4689,17982499,10429849,56,58,2023-08-15,2025-01-03,,11,41.2,VEND293,0
WRK00210,Water Supply Scheme - Cuttack East,Water Supply Scheme,Odisha,Cuttack,Cuttack East,21.9151,84.9177,1167381,793819,62,68,2022-12-13,2023-05-02,,11,20.3,VEND357,0
WRK02536,Anganwadi Centre - Rajkot North,Anganwadi Centre,Gujarat,Rajkot,Rajkot North,22.2766,70.1204,1199802,1019831,80,85,2024-01-05,2025-01-03,,6,21.7,VEND070,0
WRK03698,School Building - Howrah Central,School Building,West Bengal,Howrah,Howrah Central,23.6947,87.4369,5970912,5314111,59,89,2024-07-01,2025-06-23,,1,77.8,VEND294,1
WRK01501,Public Toilet Complex - Patna West,Public Toilet Complex,Bihar,Patna,Patna West,24.7179,84.9144,17164138,17164138,99,100,2024-08-26,2025-07-20,,3,10.4,VEND095,0
WRK01085,Streetlight Installation - Bhagalpur North,Streetlight Installation,Bihar,Bhagalpur,Bhagalpur North,25.5607,86.0872,4631546,3890498,87,84,2023-03-17,2024-06-05,,6,37.3,VEND391,0
WRK03252,Water Supply Scheme - Thrissur North,Water Supply Scheme,Kerala,Thrissur,Thrissur North,11.9696,76.3437,21777244,7186490,37,33,2023-08-19,2024-04-17,,4,36.9,VEND078,0
WRK01110,Water Supply Scheme - Warangal North,Water Supply Scheme,Telangana,Warangal,Warangal North,17.5204,80.3973,8906762,3562704,48,40,2023-06-25,2023-12-25,,10,40.4,VEND379,0
WRK00635,Water Supply Scheme - Kanpur North,Water Supply Scheme,Uttar Pradesh,Kanpur,Kanpur North,26.9184,79.8386,13654605,3413651,26,25,2023-11-28,2025-01-02,,11,12.7,VEND372,0
WRK02317,Drainage Project - Asansol Central,Drainage Project,West Bengal,Asansol,Asansol Central,22.3082,87.8121,22861283,10973415,48,48,2022-05-28,2023-09-23,,8,17.5,VEND349,0
WRK03115,Water Supply Scheme - Darjeeling Central,Water Supply Scheme,West Bengal,Darjeeling,Darjeeling Central,22.2548,87.4252,8810283,8545974,94,97,2022-05-17,2023-02-27,,12,24.2,VEND165,0
WRK02163,Road Construction - Thrissur East,Road Construction,Kerala,Thrissur,Thrissur East,11.1428,75.9168,440755,290898,63,66,2023-06-03,2024-10-18,,9,39.6,VEND012,0
WRK00810,Anganwadi Centre - Gurugram Central,Anganwadi Centre,Haryana,Gurugram,Gurugram Central,28.8621,76.3584,5567974,4955496,93,89,2022-04-26,2023-09-08,,10,32.2,VEND399,0
WRK03400,Public Toilet Complex - Gaya Urban,Public Toilet Complex,Bihar,Gaya,Gaya Urban,25.1139,85.3431,1853659,0,1,0,2023-05-14,2024-04-20,,7,30.9,VEND066,0
WRK02540,Health Sub-Centre - Agra Urban,Health Sub-Centre,Uttar Pradesh,Agra,Agra Urban,27.225,80.1774,17022132,11575049,72,68,2024-05-31,2025-01-31,,6,34.6,VEND038,0
WRK00052,Drainage Project - Siliguri Urban,Drainage Project,West Bengal,Siliguri,Siliguri Urban,23.3056,87.9936,21308014,17472571,82,82,2024-03-30,2025-07-26,,9,41.3,VEND179,0
WRK03578,Public Toilet Complex - Bikaner South,Public Toilet Complex,Rajasthan,Bikaner,Bikaner South,26.2902,74.3086,1097666,1097666,6,100,2024-02-26,2025-08-11,,5,43.7,VEND329,1
WRK02129,School Building - Kozhikode East,School Building,Kerala,Kozhikode,Kozhikode East,11.5807,75.3023,5728461,5270184,98,92,2022-08-19,2023-09-22,,10,41.8,VEND169,0
WRK02663,Public Toilet Complex - Silchar Central,Public Toilet Complex,Assam,Silchar,Silchar Central,25.4645,93.0292,9673056,6480947,64,67,2022-05-10,2023-02-11,,4,33.0,VEND333,0
WRK01038,Public Toilet Complex - Bhopal West,Public Toilet Complex,Madhya Pradesh,Bhopal,Bhopal West,23.8538,79.3759,8398186,3695201,43,44,2024-04-12,2024-09-19,,9,24.0,VEND095,0
WRK03509,Health Sub-Centre - Bhopal Rural,Health Sub-Centre,Madhya Pradesh,Bhopal,Bhopal Rural,24.4704,79.1086,486040,296484,65,61,2024-04-24,2024-09-06,,7,20.1,VEND365,0
WRK00370,Water Supply Scheme - Silchar West,Water Supply Scheme,Assam,Silchar,Silchar West,27.2581,93.6844,5154370,4432758,80,86,2024-06-17,2025-04-22,,3,40.1,VEND037,0
WRK03317,Drainage Project - Cuttack West,Drainage Project,Odisha,Cuttack,Cuttack West,19.744,85.6136,22635925,11091603,52,49,2023-10-06,2024-09-15,,12,24.3,VEND031,0
WRK01483,Road Construction - Bhubaneswar Central,Road Construction,Odisha,Bhubaneswar,Bhubaneswar Central,20.9069,85.7083,9563169,1051948,6,11,2024-01-01,2024-12-26,,6,18.4,VEND309,0
WRK01363,Streetlight Installation - Aurangabad Urban,Streetlight Installation,Maharashtra,Aurangabad,Aurangabad Urban,20.4767,76.2016,2256473,45129,4,2,2022-08-08,2024-01-22,,4,31.0,VEND189,0
WRK01515,Road Construction - Dibrugarh East,Road Construction,Assam,Dibrugarh,Dibrugarh East,25.0677,93.7524,9141616,2742484,38,30,2022-07-28,2023-03-28,,11,44.5,VEND400,0
WRK02153,Drainage Project - Solapur West,Drainage Project,Maharashtra,Solapur,Solapur West,19.2636,74.8984,17198902,2063868,7,12,2023-08-21,2024-01-27,,11,10.9,VEND037,0
WRK03505,Water Supply Scheme - Faridabad Urban,Water Supply Scheme,Haryana,Faridabad,Faridabad Urban,29.0295,76.6947,9558623,1911724,12,20,2023-11-22,2024-09-18,,8,16.5,VEND186,0
WRK03265,Road Construction - Dibrugarh North,Road Construction,Assam,Dibrugarh,Dibrugarh North,26.8308,92.581,12568625,9677841,77,77,2023-03-20,2024-05-17,,9,42.0,VEND204,0
WRK02553,Streetlight Installation - Pune East,Streetlight Installation,Maharashtra,Pune,Pune East,19.2803,75.6307,6798765,6526814,19,96,2023-07-17,2024-08-21,,5,68.9,VEND238,1
WRK01600,Streetlight Installation - Cuttack North,Streetlight Installation,Odisha,Cuttack,Cuttack North,19.9067,84.9131,9148659,5123249,58,56,2022-09-27,2023-02-26,,6,25.5,VEND368,0
WRK00576,Community Hall - Indore North,Community Hall,Madhya Pradesh,Indore,Indore North,24.0573,78.8446,2932056,1876515,71,64,2023-09-02,2025-02-22,,9,22.0,VEND103,0
WRK02344,Drainage Project - Bhubaneswar Central,Drainage Project,Odisha,Bhubaneswar,Bhubaneswar Central,19.8826,84.4574,2036839,224052,16,11,2023-04-26,2023-10-14,,5,35.2,VEND300,0
WRK03043,Irrigation Canal - Bengaluru Urban Central,Irrigation Canal,Karnataka,Bengaluru Urban,Bengaluru Urban Central,16.1392,76.8003,2757451,1185703,42,43,2023-05-21,2024-08-12,,9,37.5,VEND085,0
WRK02962,Streetlight Installation - Dibrugarh Central,Streetlight Installation,Assam,Dibrugarh,Dibrugarh Central,25.2405,93.5105,10896839,2724209,21,25,2023-09-14,2024-09-21,,8,26.7,VEND173,0
WRK00161,Water Supply Scheme - Kochi Central,Water Supply Scheme,Kerala,Kochi,Kochi Central,10.0375,76.3535,442289,199030,46,45,2024-02-20,2024-07-07,,3,44.1,VEND045,0
WRK01246,Streetlight Installation - Kota East,Streetlight Installation,Rajasthan,Kota,Kota East,26.9476,74.8431,1753612,1630859,95,93,2023-02-15,2024-03-20,,6,30.6,VEND022,0
WRK01355,Water Supply Scheme - Bhopal Central,Water Supply Scheme,Madhya Pradesh,Bhopal,Bhopal Central,22.8764,77.8423,4158426,2702976,60,65,2023-01-21,2024-02-25,,5,18.3,VEND101,0
WRK01290,Community Hall - Thrissur Urban,Community Hall,Kerala,Thrissur,Thrissur Urban,11.8324,76.2662,821130,57479,6,7,2024-04-02,2025-08-15,,8,13.1,VEND189,0
WRK00140,Road Construction - Rajkot Central,Road Construction,Gujarat,Rajkot,Rajkot Central,22.1521,70.9093,5240619,2777528,56,53,2023-08-27,2024-03-05,,6,12.7,VEND330,0
WRK01158,Public Toilet Complex - Jabalpur Central,Public Toilet Complex,Madhya Pradesh,Jabalpur,Jabalpur Central,22.6186,78.532,12185585,8286197,71,68,2023-01-29,2024-06-19,,9,31.6,VEND039,0
WRK03935,Health Sub-Centre - Kalaburagi West,Health Sub-Centre,Karnataka,Kalaburagi,Kalaburagi West,16.3037,75.4152,8102312,2187624,20,27,2024-05-31,2024-12-23,,12,36.3,VEND090,0
WRK01116,Road Construction - Rourkela East,Road Construction,Odisha,Rourkela,Rourkela East,21.2155,85.6826,16116537,16116537,0,100,2022-08-23,2023-04-27,,3,60.7,VEND072,1
WRK00854,Road Construction - Bengaluru Urban Urban,Road Construction,Karnataka,Bengaluru Urban,Bengaluru Urban Urban,15.9204,74.5351,2096379,754696,37,36,2023-11-02,2025-02-12,,11,27.6,VEND387,0
WRK02368,Water Supply Scheme - Nizamabad North,Water Supply Scheme,Telangana,Nizamabad,Nizamabad North,17.1288,80.1368,1837152,0,0,0,2024-02-03,2025-01-09,,12,18.8,VEND076,0
WRK03384,School Building - Patna Urban,School Building,Bihar,Patna,Patna Urban,26.7168,84.2559,3210172,353118,15,11,2023-10-08,2024-03-17,,6,40.6,VEND315,0
WRK03319,Drainage Project - Rajkot East,Drainage Project,Gujarat,Rajkot,Rajkot East,22.0665,71.9386,4623780,3883975,76,84,2022-07-01,2023-11-28,,5,27.6,VEND229,0
WRK03853,Irrigation Canal - Hyderabad Rural,Irrigation Canal,Telangana,Hyderabad,Hyderabad Rural,18.0982,78.6439,532516,0,0,0,2023-10-17,2025-04-02,,5,15.6,VEND015,0
WRK00054,Irrigation Canal - Jalandhar Central,Irrigation Canal,Punjab,Jalandhar,Jalandhar Central,30.9762,76.4867,3254615,1074022,38,33,2023-12-15,2024-09-04,,10,12.2,VEND142,0
WRK03460,Streetlight Installation - Surat South,Streetlight Installation,Gujarat,Surat,Surat South,22.9112,70.6984,7983846,798384,15,10,2023-07-23,2023-11-23,,8,20.8,VEND317,0
WRK03226,Public Toilet Complex - Muzaffarpur Central,Public Toilet Complex,Bihar,Muzaffarpur,Muzaffarpur Central,25.2609,85.0751,830128,423365,46,51,2024-08-22,2025-01-24,,7,24.0,VEND331,0
WRK02178,Irrigation Canal - Lucknow North,Irrigation Canal,Uttar Pradesh,Lucknow,Lucknow North,27.164,81.4102,9277267,7792904,84,84,2023-11-29,2024-06-17,,8,40.6,VEND139,0
WRK02195,Community Hall - Hyderabad Central,Community Hall,Telangana,Hyderabad,Hyderabad Central,17.2179,78.6807,2308012,2192611,97,95,2022-12-08,2023-10-13,,11,31.7,VEND069,0
WRK03839,Irrigation Canal - Jalandhar South,Irrigation Canal,Punjab,Jalandhar,Jalandhar South,30.3754,75.4125,5301766,3022006,59,57,2022-05-26,2023-06-29,,7,36.3,VEND207,0
WRK00620,Road Construction - Tiruchirappalli West,Road Construction,Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,11.0005,78.0942,5670960,5330702,22,94,2024-08-04,2025-10-23,,5,42.1,VEND003,1
WRK00996,Health Sub-Centre - Tiruchirappalli West,Health Sub-Centre,Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,11.9076,77.5205,1903693,19036,0,1,2023-09-21,2024-04-27,,8,13.3,VEND189,0
WRK03090,Public Toilet Complex - Lucknow Rural,Public Toilet Complex,Uttar Pradesh,Lucknow,Lucknow Rural,26.603,80.2902,19234499,13464149,73,70,2024-03-17,2024-09-27,,7,44.8,VEND287,0
WRK01602,Anganwadi Centre - Panipat South,Anganwadi Centre,Haryana,Panipat,Panipat South,29.287,76.3924,576564,565032,93,98,2022-09-23,2023-03-13,,8,33.0,VEND300,0
WRK01213,Community Hall - Solapur Central,Community Hall,Maharashtra,Solapur,Solapur Central,18.9902,75.5049,16843242,14990485,91,89,2022-12-08,2023-07-27,,12,16.8,VEND374,0
WRK02597,Public Toilet Complex - Varanasi East,Public Toilet Complex,Uttar Pradesh,Varanasi,Varanasi East,26.9285,81.1787,1913333,554866,26,29,2023-08-26,2024-12-23,,10,41.3,VEND308,0
WRK00168,Drainage Project - Thiruvananthapuram Rural,Drainage Project,Kerala,Thiruvananthapuram,Thiruvananthapuram Rural,9.9669,75.5903,3420981,513147,11,15,2022-12-11,2023-09-04,,8,12.7,VEND092,0
WRK02002,School Building - Rourkela Central,School Building,Odisha,Rourkela,Rourkela Central,20.6884,85.5462,5709481,2626361,38,46,2024-07-18,2025-01-24,,11,16.6,VEND312,0
WRK03766,School Building - Tiruchirappalli East,School Building,Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,11.1806,77.7223,578904,492068,81,85,2024-07-19,2025-03-21,,8,32.9,VEND065,0
WRK02502,Water Supply Scheme - Jabalpur Urban,Water Supply Scheme,Madhya Pradesh,Jabalpur,Jabalpur Urban,23.3714,79.1089,586807,352084,65,60,2024-06-14,2025-11-06,,7,20.1,VEND285,0
WRK03576,Anganwadi Centre - Faridabad North,Anganwadi Centre,Haryana,Faridabad,Faridabad North,27.884,76.6462,444554,155593,29,35,2024-05-29,2025-02-07,,10,11.2,VEND332,0
WRK03836,Water Supply Scheme - Aurangabad Central,Water Supply Scheme,Maharashtra,Aurangabad,Aurangabad Central,20.8771,75.3982,568341,437622,79,77,2022-08-03,2022-12-09,,8,32.3,VEND077,0
WRK02739,Drainage Project - Hyderabad Urban,Drainage Project,Telangana,Hyderabad,Hyderabad Urban,18.4468,78.5254,1022007,807385,83,79,2022-08-08,2023-04-28,,7,10.1,VEND218,0
WRK03938,Drainage Project - Chennai Central,Drainage Project,Tamil Nadu,Chennai,Chennai Central,12.2688,79.3821,572331,211762,43,37,2024-05-17,2024-10-29,,5,19.9,VEND213,0
WRK03322,Water Supply Scheme - Bhagalpur East,Water Supply Scheme,Bihar,Bhagalpur,Bhagalpur East,26.6772,84.3787,894859,241611,28,27,2023-04-16,2024-03-27,,3,31.4,VEND367,0
WRK03404,Health Sub-Centre - Varanasi South,Health Sub-Centre,Uttar Pradesh,Varanasi,Varanasi South,27.394,80.7671,1691398,710387,49,42,2024-07-26,2025-12-08,,3,28.2,VEND382,0
WRK03096,School Building - Udaipur East,School Building,Rajasthan,Udaipur,Udaipur East,26.5792,74.7772,4373022,0,2,0,2024-03-01,2025-06-27,,8,41.0,VEND017,0
WRK02427,School Building - Hyderabad South,School Building,Telangana,Hyderabad,Hyderabad South,17.1064,80.2968,5167779,2015433,35,39,2022-12-15,2023-10-15,,4,23.1,VEND247,0
WRK00530,Public Toilet Complex - Solapur Central,Public Toilet Complex,Maharashtra,Solapur,Solapur Central,20.3528,74.5652,16753215,5528560,27,33,2022-07-30,2023-11-17,,10,11.1,VEND081,0
WRK02656,Water Supply Scheme - Gaya West,Water Supply Scheme,Bihar,Gaya,Gaya West,26.784,86.0438,4994280,2946625,53,59,2023-10-09,2024-04-01,,6,18.7,VEND129,0
WRK00060,Health Sub-Centre - Cuttack West,Health Sub-Centre,Odisha,Cuttack,Cuttack West,20.882,84.2686,2057603,1543202,74,75,2023-04-16,2023-12-25,,10,39.8,VEND241,0
WRK00949,Water Supply Scheme - Muzaffarpur Central,Water Supply Scheme,Bihar,Muzaffarpur,Muzaffarpur Central,25.4051,83.9996,9061985,2899835,37,32,2024-07-29,2025-07-16,,4,25.6,VEND222,0
WRK03781,Anganwadi Centre - Cuttack West,Anganwadi Centre,Odisha,Cuttack,Cuttack West,22.0473,85.7918,806757,524392,61,65,2024-08-29,2025-05-04,,3,29.7,VEND065,0
WRK02397,School Building - Kochi North,School Building,Kerala,Kochi,Kochi North,10.9539,76.5694,822687,378436,39,46,2023-02-13,2023-07-15,,3,32.8,VEND360,0
WRK00282,Anganwadi Centre - Faridabad West,Anganwadi Centre,Haryana,Faridabad,Faridabad West,28.3372,76.0887,23159371,15516778,66,67,2024-04-30,2024-09-25,,12,35.4,VEND162,0
WRK01184,Irrigation Canal - Jaipur West,Irrigation Canal,Rajasthan,Jaipur,Jaipur West,27.6911,75.1678,6748843,877349,11,13,2022-07-11,2023-08-01,,11,29.7,VEND360,0
WRK01630,School Building - Gurugram West,School Building,Haryana,Gurugram,Gurugram West,28.6562,75.1942,566040,152830,20,27,2023-04-06,2024-06-13,,6,29.5,VEND143,0
WRK02992,Public Toilet Complex - Gaya South,Public Toilet Complex,Bihar,Gaya,Gaya South,26.4502,84.6892,17385747,2781719,16,16,2024-01-07,2025-04-03,,9,18.6,VEND221,0
WRK02942,School Building - Aurangabad Urban,School Building,Maharashtra,Aurangabad,Aurangabad Urban,18.8279,75.3343,1918879,1477536,73,77,2023-07-30,2024-11-02,,7,20.5,VEND219,0
WRK03676,Public Toilet Complex - Gwalior Rural,Public Toilet Complex,Madhya Pradesh,Gwalior,Gwalior Rural,23.2275,79.7598,4044078,2709532,62,67,2024-08-17,2025-08-04,,10,35.7,VEND190,0
WRK02901,Road Construction - Vellore Rural,Road Construction,Tamil Nadu,Vellore,Vellore Rural,12.0278,79.1515,500578,90104,16,18,2022-11-21,2023-08-20,,4,34.7,VEND306,0
